Timestamp,Reaction_Time,Error_Distance,Current_Difficulty
1776093815.4610841,2.4650135040283203,14.142135623730951,1
1776093816.6357682,1.1746840476989746,41.593268686170845,1
1776093818.0217235,1.3859553337097168,42.190046219457976,1
1776093818.8780332,0.8563096523284912,32.802438933713454,1
1776093819.6283188,0.7502856254577637,17.804493814764857,1
1776093820.8224044,1.1940855979919434,28.600699292150182,1
1776093821.7831192,0.9607148170471191,24.515301344262525,1
1776093822.9765565,1.1934373378753662,29.732137494637012,1
1776093824.1263256,1.1487891674041748,4.47213595499958,1
1776093824.9228075,0.7964818477630615,17.88854381999832,1
1776093825.7854242,0.862616777420044,31.575306807693888,1
1776093827.008753,1.2233288288116455,17.46424919657298,1
1776093828.1984713,1.189718246459961,21.02379604162864,1
1776093829.2773876,1.078916311264038,21.95449840010015,1
1776093830.459745,1.1823573112487793,25.238858928247925,1
1776093831.6142888,1.1545438766479492,21.095023109728988,1
1776093833.631726,2.017437219619751,36.345563690772494,1
1776093835.515871,1.8841450214385986,19.72308292331602,1
1776093837.0952609,1.5793898105621338,24.515301344262525,1
1776093839.4440322,2.348771333694458,20.223748416156685,1
1776093840.8408964,1.3968641757965088,12.041594578792296,1
1776093842.203344,1.3614373207092285,11.704699910719626,1
1776093844.5636585,2.36031436920166,28.178005607210743,1
1776093846.0577536,1.4940950870513916,26.68332812825267,1
1776093847.486074,1.4273219108581543,30.59411708155671,1
1776093848.5938148,1.107740879058838,8.94427190999916,1
1776093849.4077926,0.8139777183532715,17.4928556845359,1
1776093850.2408903,0.8330976963043213,40.8166632639171,1
1776093851.0640035,0.823113203048706,30.23243291566195,1
1776093852.1319373,1.0679337978363037,11.704699910719626,1
1776093853.023792,0.8918547630310059,43.382023926967726,1
1776093853.8628724,0.8390803337097168,39.45883931389772,1
1776093854.8183377,0.9554653167724609,33.301651610693426,1
1776093855.5189764,0.7006387710571289,30.59411708155671,1
1776093856.654012,1.135035514831543,15.524174696260024,1
1776093857.6448932,0.9908812046051025,40.44749683231337,1
1776093859.0391552,1.3942620754241943,22.20360331117452,1
1776093860.6629791,1.623823881149292,41.593268686170845,1
1776093861.836359,1.173379898071289,18.35755975068582,1
1776093863.067242,1.2308828830718994,44.204072210600685,1
1776093864.2592685,1.1920266151428223,43.965895873961216,1
1776093865.1690953,0.9098267555236816,38.07886552931954,1
1776093866.303487,1.1343917846679688,20.248456731316587,1
1776093867.3977792,1.094292163848877,19.924858845171276,1
1776093868.332318,0.9345388412475586,25.079872407968907,1
1776093869.2594068,0.927088737487793,17.804493814764857,1
1776093869.90891,0.649503231048584,6.324555320336759,1
1776093870.9745042,1.06559419631958,25.495097567963924,1
1776093871.960918,0.9864137172698975,25.079872407968907,1
1776093872.8249466,0.8640286922454834,21.840329667841555,1
1776093873.7242377,0.8992910385131836,13.038404810405298,1
1776093874.4766946,0.7524569034576416,31.622776601683793,1
1776093875.802176,1.3254814147949219,20.248456731316587,1
1776093877.0768743,1.274698257446289,38.897300677553446,1
1776093878.21756,1.140685796737671,33.1058907144937,1
1776093879.2107828,0.993222713470459,43.289721643826724,1
1776093880.2076693,0.9968864917755127,21.840329667841555,1
1776093881.3034766,1.0958073139190674,20.615528128088304,1
1776093882.2338126,0.9303359985351562,12.529964086141668,1
1776093882.8842628,0.6504502296447754,17.26267650163207,1
1776093883.8697119,0.9854490756988525,25.495097567963924,1
1776093884.6336524,0.7639405727386475,21.18962010041709,1
1776093885.4792073,0.8455548286437988,11.40175425099138,1
